Parameters: 413508 Seed: 1234
Epoch		Loss(Tr)	mIOU (val)	lr
Epoch No.: 0	Train Loss = 1.6590	 mIOU(val) = 0.2914	 best_mIOU_val(val) = 0.2914	 best_mIOU_per_class(val) = [[0.6986302016167081, 0.8480652464974974, 0.0, 0.20159837420665963, 0.0, 0.0]]	 best_acc(val) = 0.3574	 lr= 0.001000 
Epoch No.: 172	Train Loss = 1.0790	 mIOU(val) = 0.4425	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000059 

Epoch No.: 173	Train Loss = 1.0788	 mIOU(val) = 0.4536	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000059 

Epoch No.: 174	Train Loss = 1.0796	 mIOU(val) = 0.4552	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000059 

Epoch No.: 175	Train Loss = 1.0788	 mIOU(val) = 0.4596	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000054 

Epoch No.: 176	Train Loss = 1.0779	 mIOU(val) = 0.4486	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000054 

Epoch No.: 177	Train Loss = 1.0786	 mIOU(val) = 0.4678	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000054 

Epoch No.: 178	Train Loss = 1.0787	 mIOU(val) = 0.4410	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000054 

Epoch No.: 179	Train Loss = 1.0793	 mIOU(val) = 0.4639	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000054 

Epoch No.: 180	Train Loss = 1.0795	 mIOU(val) = 0.4505	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000050 

Epoch No.: 181	Train Loss = 1.0803	 mIOU(val) = 0.4510	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000050 

Epoch No.: 182	Train Loss = 1.0808	 mIOU(val) = 0.4670	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000050 

Epoch No.: 183	Train Loss = 1.0801	 mIOU(val) = 0.4508	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000050 

Epoch No.: 184	Train Loss = 1.0810	 mIOU(val) = 0.4428	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000050 

Epoch No.: 185	Train Loss = 1.0815	 mIOU(val) = 0.4518	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000046 

Epoch No.: 186	Train Loss = 1.0794	 mIOU(val) = 0.4513	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000046 

Epoch No.: 187	Train Loss = 1.0813	 mIOU(val) = 0.4262	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000046 

Epoch No.: 188	Train Loss = 1.0788	 mIOU(val) = 0.4750	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000046 

Epoch No.: 189	Train Loss = 1.0818	 mIOU(val) = 0.4518	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000046 

Epoch No.: 190	Train Loss = 1.0798	 mIOU(val) = 0.4461	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000042 

Epoch No.: 191	Train Loss = 1.0800	 mIOU(val) = 0.4485	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000042 

Epoch No.: 192	Train Loss = 1.0793	 mIOU(val) = 0.4492	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000042 

Epoch No.: 193	Train Loss = 1.0818	 mIOU(val) = 0.4441	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000042 

Epoch No.: 194	Train Loss = 1.0815	 mIOU(val) = 0.4801	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000042 

Epoch No.: 195	Train Loss = 1.0798	 mIOU(val) = 0.4480	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000039 

Epoch No.: 196	Train Loss = 1.0797	 mIOU(val) = 0.4772	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000039 

Epoch No.: 197	Train Loss = 1.0813	 mIOU(val) = 0.4439	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000039 

Epoch No.: 198	Train Loss = 1.0817	 mIOU(val) = 0.4452	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000039 

Epoch No.: 199	Train Loss = 1.0827	 mIOU(val) = 0.4433	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000039 

Epoch No.: 200	Train Loss = 1.0807	 mIOU(val) = 0.4648	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000036 

Epoch No.: 201	Train Loss = 1.0809	 mIOU(val) = 0.4648	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000036 

Epoch No.: 202	Train Loss = 1.0816	 mIOU(val) = 0.4608	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000036 

Epoch No.: 203	Train Loss = 1.0802	 mIOU(val) = 0.4448	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000036 

Epoch No.: 204	Train Loss = 1.0808	 mIOU(val) = 0.4408	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000036 

Epoch No.: 205	Train Loss = 1.0816	 mIOU(val) = 0.4524	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000033 

Epoch No.: 206	Train Loss = 1.0793	 mIOU(val) = 0.4495	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000033 

Epoch No.: 207	Train Loss = 1.0808	 mIOU(val) = 0.4410	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000033 

Epoch No.: 208	Train Loss = 1.0807	 mIOU(val) = 0.4548	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000033 

Epoch No.: 209	Train Loss = 1.0797	 mIOU(val) = 0.4637	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000033 

Epoch No.: 210	Train Loss = 1.0799	 mIOU(val) = 0.4513	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000030 

Epoch No.: 211	Train Loss = 1.0814	 mIOU(val) = 0.4667	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000030 

Epoch No.: 212	Train Loss = 1.0780	 mIOU(val) = 0.4512	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000030 

Epoch No.: 213	Train Loss = 1.0780	 mIOU(val) = 0.4615	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000030 

Epoch No.: 214	Train Loss = 1.0805	 mIOU(val) = 0.4352	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000030 

Epoch No.: 215	Train Loss = 1.0806	 mIOU(val) = 0.4527	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000028 

Epoch No.: 216	Train Loss = 1.0799	 mIOU(val) = 0.4427	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000028 

Epoch No.: 217	Train Loss = 1.0778	 mIOU(val) = 0.4295	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000028 

Epoch No.: 218	Train Loss = 1.0818	 mIOU(val) = 0.4383	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000028 

Epoch No.: 219	Train Loss = 1.0790	 mIOU(val) = 0.4456	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000028 

Epoch No.: 220	Train Loss = 1.0799	 mIOU(val) = 0.4518	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000026 

Epoch No.: 221	Train Loss = 1.0786	 mIOU(val) = 0.4654	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000026 

Epoch No.: 222	Train Loss = 1.0786	 mIOU(val) = 0.4662	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000026 

Epoch No.: 223	Train Loss = 1.0774	 mIOU(val) = 0.4570	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000026 

Epoch No.: 224	Train Loss = 1.0794	 mIOU(val) = 0.4559	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000026 

Epoch No.: 225	Train Loss = 1.0798	 mIOU(val) = 0.4327	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000023 

Epoch No.: 226	Train Loss = 1.0787	 mIOU(val) = 0.4399	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000023 

Epoch No.: 227	Train Loss = 1.0796	 mIOU(val) = 0.4427	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000023 

Epoch No.: 228	Train Loss = 1.0792	 mIOU(val) = 0.4486	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000023 

Epoch No.: 229	Train Loss = 1.0798	 mIOU(val) = 0.4842	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000023 

Epoch No.: 230	Train Loss = 1.0784	 mIOU(val) = 0.4732	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000022 

Epoch No.: 231	Train Loss = 1.0790	 mIOU(val) = 0.4690	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000022 

Epoch No.: 232	Train Loss = 1.0779	 mIOU(val) = 0.4514	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000022 

Epoch No.: 233	Train Loss = 1.0784	 mIOU(val) = 0.4474	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000022 

Epoch No.: 234	Train Loss = 1.0808	 mIOU(val) = 0.4564	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000022 

Epoch No.: 235	Train Loss = 1.0786	 mIOU(val) = 0.4379	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000020 

Epoch No.: 236	Train Loss = 1.0776	 mIOU(val) = 0.4454	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000020 

Epoch No.: 237	Train Loss = 1.0795	 mIOU(val) = 0.4883	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000020 

Epoch No.: 238	Train Loss = 1.0767	 mIOU(val) = 0.4765	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000020 

Epoch No.: 239	Train Loss = 1.0795	 mIOU(val) = 0.4399	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000020 

Epoch No.: 240	Train Loss = 1.0772	 mIOU(val) = 0.4386	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000018 

Epoch No.: 241	Train Loss = 1.0785	 mIOU(val) = 0.4566	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000018 

Epoch No.: 242	Train Loss = 1.0808	 mIOU(val) = 0.4396	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000018 

Epoch No.: 243	Train Loss = 1.0785	 mIOU(val) = 0.4526	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000018 

Epoch No.: 244	Train Loss = 1.0770	 mIOU(val) = 0.4542	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000018 

Epoch No.: 245	Train Loss = 1.0840	 mIOU(val) = 0.4481	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000017 

Epoch No.: 246	Train Loss = 1.0772	 mIOU(val) = 0.4472	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000017 

Epoch No.: 247	Train Loss = 1.0802	 mIOU(val) = 0.4413	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000017 

Epoch No.: 248	Train Loss = 1.0800	 mIOU(val) = 0.4634	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000017 

Epoch No.: 249	Train Loss = 1.0792	 mIOU(val) = 0.4513	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000017 

Epoch No.: 250	Train Loss = 1.0773	 mIOU(val) = 0.4645	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000015 

Epoch No.: 251	Train Loss = 1.0799	 mIOU(val) = 0.4350	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000015 

Epoch No.: 252	Train Loss = 1.0806	 mIOU(val) = 0.4870	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000015 

Epoch No.: 253	Train Loss = 1.0764	 mIOU(val) = 0.4677	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000015 

Epoch No.: 254	Train Loss = 1.0821	 mIOU(val) = 0.4366	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000015 

Epoch No.: 255	Train Loss = 1.0784	 mIOU(val) = 0.4651	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000014 

Epoch No.: 256	Train Loss = 1.0802	 mIOU(val) = 0.4702	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000014 

